Gene ID	'10 day' vs '7 day' in 'wild type' .foldChange	'12 day' vs '7 day' in 'wild type' .foldChange	'13 day' vs '7 day' in 'wild type' .foldChange	'15 day' vs '7 day' in 'wild type' .foldChange	'8 day' vs '7 day' in 'wild type' .foldChange	'val1 mutant' vs 'wild type' at '10 days after pollination' .foldChange	'val1 mutant' vs 'wild type' at '13 days after pollination' .foldChange	'val1 mutant' vs 'wild type' at '15 days after pollination' .foldChange	'val1 mutant' vs 'wild type' at '7 days after pollination' .foldChange	'val1 mutant' vs 'wild type' at '8 days after pollination' .foldChange
AT5G03850	-2.1	-2.2	-2.1	-2.9	NA	NA				
AT5G03860	2.9	3.1	5.6	8.2	1.9	NA				
AT5G03870	-3.2	-5.2	-9.2	-9.8	NA	NA				
AT5G03880	1.8	1.6	1.4	1.4	NA	NA				
AT5G03940	-2.6	-4.1	-4.4	-5.7	NA	NA				
AT5G03990	NA	1.3	2	2.8	NA	NA				
AT5G04000	5.5	8.3	10.2	12.4	NA	NA	-2.9			
AT5G04010	3.5	6.8	9.4	12.3	NA	NA	-1.7			
AT5G04020	NA	NA	NA	NA	NA	NA	-1.1			
AT5G04040	1.5	1.9	2.8	3.2	NA	NA				
AT5G04045	-4	-4.3	-4.6	-4.6	NA	NA				
AT5G04047	-2.8	NA	NA	NA	NA	NA				
AT5G04060	1.2	1.5	1.7	1.6	NA	NA				
AT5G04080	NA	3.3	3.7	3.7	NA	NA				
AT5G04130	-2.5	-2	-1.3	NA	NA	NA				
AT5G04140	-2.6	-4.2	-5.4	-6.3	NA	NA				
AT5G04160	NA	NA	-1.8	-3.2	NA	NA				
AT5G04170	NA	NA	1.1	2.1	NA	NA				
AT5G04180	-1.9	-2.9	-2.9	-2.9	NA	NA				
AT5G04200	NA	3.2	NA	NA	NA	NA				
AT5G04220	1.7	NA	-1.3	-2.4	1.1	NA				
AT5G04230	6.1	4	NA	NA	NA	NA				
AT5G04235	NA	1.5	2.3	2.8	NA	NA				
AT5G04250	NA	NA	1.2	3	NA	NA	-1.3			
AT5G04290	NA	NA	NA	-1.6	NA	NA				
AT5G04320	-1.7	-2	-2.1	-1.9	NA	NA				
AT5G04330	NA	NA	NA	2.4	NA	NA				
AT5G04340	2.9	4.5	5.2	8.1	NA	NA	-1.6			
AT5G04360	1.2	NA	1.4	1.3	NA	NA				
AT5G04370	7.4	9.4	9.5	8.9	NA	NA		2.3		
AT5G04380	9.8	11.5	12.4	12.1	NA	NA				
AT5G04410	NA	NA	1.4	2.2	NA	NA				
AT5G04420	NA	NA	NA	-1.2	NA	NA				
AT5G04460	NA	1.2	1.4	1.7	NA	NA				
AT5G04480	NA	NA	NA	-1.3	NA	NA				
AT5G04490	NA	-1.7	-2.2	-4.6	NA	NA				
AT5G04500	4.7	4.9	6.6	8.8	1.1	NA				
AT5G04510	NA	NA	NA	-1.4	NA	NA				
AT5G04530	-5.4	-9.1	-9.3	-10.2	-1.3	NA				
AT5G04540	NA	1.1	1.8	2.3	NA	NA				
AT5G04560	NA	NA	NA	-1.2	NA	NA				
AT5G04590	NA	NA	NA	1.6	NA	NA				
AT5G04600	-1.4	-1.1	NA	NA	NA	NA				
AT5G04620	NA	NA	-1.2	-3.2	NA	NA				
AT5G04630	-2	NA	-3.1	NA	NA	NA				
AT5G04710	NA	NA	-1.1	NA	NA	NA				
AT5G04740	NA	-1.3	-2	-4.3	NA	NA				
AT5G04750	2	1.7	1.4	1.8	NA	NA				
AT5G04760	NA	1.9	2.7	3	NA	NA				
AT5G04770	NA	-2.4	-2	-4.3	NA	NA				
AT5G04780	-1.6	-1.1	NA	NA	NA	NA				
AT5G04800	-2.2	-2.4	-2.1	-1.8	NA	NA				
AT5G04820	-1.2	-2.7	-3.4	-3.4	NA	NA				
AT5G04840	-1.4	-1.7	-2.4	-4.5	NA	NA				
AT5G04850	NA	NA	NA	1.8	NA	NA				
AT5G04860	NA	NA	1.3	2.4	NA	NA				
AT5G04880	NA	NA	1.1	1.7	NA	NA				
AT5G04885	NA	NA	1.3	2.1	NA	NA				
AT5G04895	-1.5	NA	NA	1.8	NA	NA				
AT5G04900	NA	NA	NA	-2.1	NA	NA				
AT5G04920	NA	NA	NA	1.3	NA	NA				
AT5G04930	1.2	1.4	1.5	1.2	NA	NA				
AT5G04970	3.5	NA	NA	NA	NA	NA				
AT5G04990	NA	NA	NA	1.6	NA	NA				
AT5G05000	NA	-1.2	NA	NA	NA	NA				
AT5G05010	NA	NA	NA	-1.2	NA	NA				
AT5G05020	5.6	3.6	NA	NA	2.2	NA		2.7		
AT5G05030	-6.3	-7.3	-8.2	-8.6	-1.6	NA				1.1
AT5G05040	NA	NA	NA	NA	NA	1.4	2.3	2.4		
AT5G05080	NA	-1.2	-1.3	-1.1	NA	NA				
AT5G05090	1.2	1.6	1.8	1.7	NA	NA				
AT5G05110	1.4	2.6	3.1	4.6	NA	NA				
AT5G05130	-1.6	-1.7	-1.6	-1.7	NA	NA				
AT5G05140	1.9	2.7	3.6	4.1	NA	NA				
AT5G05160	NA	-1.2	-2.3	-6.9	NA	NA				
AT5G05170	1.8	1.9	1.6	NA	NA	NA				
AT5G05180	-2	-4.1	-5.9	-8.1	NA	NA				
AT5G05190	3.1	3.4	3.8	2.4	NA	NA				
AT5G05210	-1.5	-1.2	NA	NA	NA	NA				
AT5G05220	2.5	3.8	5.1	8.2	NA	NA				
AT5G05230	NA	1.5	2.2	3.3	NA	NA				
AT5G05240	-2.5	-3.5	-3.4	-4	NA	NA				
AT5G05250	2.6	4.1	4.8	6.1	NA	NA	2.1			
AT5G05270	2.3	NA	NA	-5.1	1.3	NA				
AT5G05320	NA	2.9	6.1	11.2	NA	NA				
AT5G05330	NA	-2	-3.2	-8.7	NA	NA				
AT5G05350	NA	NA	NA	1.5	NA	NA				
AT5G05360	NA	NA	-1.2	NA	NA	NA				
AT5G05365	5	5.9	4.4	NA	NA	NA				
AT5G05370	-1.4	-1.6	-1.7	-2.1	NA	NA				
AT5G05380	NA	NA	NA	2.2	NA	1.3	1.2			
AT5G05390	3.1	NA	NA	NA	NA	NA				
AT5G05400	NA	NA	NA	NA	NA	1.2	2.2	2.2		
AT5G05410	NA	2	2.5	3.9	NA	NA				
AT5G05420	NA	NA	NA	NA	NA	2.3	3.4	2.6		
AT5G05430	NA	NA	NA	NA	NA	1.4	2.7	1.4		
AT5G05440	3.7	4.3	4.6	4.5	1.4	NA				
AT5G05460	1.3	1.7	1.8	NA	NA	NA				
AT5G05470	NA	-1.1	NA	NA	NA	NA				
AT5G05480	1.3	1.1	NA	NA	NA	NA				
AT5G05510	-3	-4.8	-6	-7.8	NA	NA				
AT5G05540	-1.2	-1.3	NA	NA	NA	NA				
AT5G05560	-1.6	-1.7	NA	NA	NA	NA				
AT5G05580	-2.7	-4.2	-5.4	-6	NA	NA				
AT5G05590	NA	NA	NA	-1.7	NA	NA				
AT5G05600	NA	5.7	6.8	10.2	NA	NA				
AT5G05620	NA	NA	NA	-1.6	NA	NA				
AT5G05630	-1.5	-2.6	-3	NA	NA	NA				
AT5G05640	-1.7	-1.7	-1.8	-2.8	NA	NA				
AT5G05680	-1.8	-1.9	-2.1	-1.3	NA	NA				
AT5G05690	1.7	2.3	2.4	NA	NA	NA				
AT5G05710	NA	1.3	1.6	2.1	NA	NA				
AT5G05730	NA	NA	-1.2	-3.1	NA	NA				
AT5G05740	NA	-1.6	-2.1	-4.5	NA	NA				
AT5G05750	NA	NA	1.1	1.3	NA	NA				
AT5G05760	1.5	1.4	1.4	1.1	NA	NA				
AT5G05780	-1.3	-1.7	-1.7	-1.6	NA	NA				
AT5G05810	1.1	1.9	1.7	1.9	NA	NA				
AT5G05840	3.5	4	4.1	5.3	NA	NA				
AT5G05850	1.4	2.5	3.5	4.9	NA	NA	-1.7	-1.1		
AT5G05860	-3.1	-3.9	-5.3	-7.6	NA	NA				
AT5G05870	1.9	2.3	2.9	3.7	NA	NA				
AT5G05880	2.9	4.8	6.9	8.2	NA	NA				
AT5G05890	NA	-3	-3.5	-4.5	NA	NA				
AT5G05920	-1.1	NA	NA	NA	NA	NA				
AT5G05930	NA	NA	1.5	2.6	NA	NA				
AT5G05940	NA	-2.2	-3.3	-7.6	NA	NA				
AT5G05950	NA	NA	-1.2	-2.2	NA	NA				
AT5G05965	3.7	NA	3.4	3.7	1.3	NA				
AT5G05990	-1.7	-1.5	-1.5	-1.9	NA	NA				
AT5G06000	-1.9	-2.1	-1.9	-2.2	NA	NA				
AT5G06020	-3.2	-3.5	-3.8	-3.9	NA	NA				
AT5G06050	NA	NA	NA	-2.2	NA	NA				
AT5G06060	1.1	1.2	1.1	NA	NA	NA				
AT5G06100	NA	NA	NA	1.3	NA	NA				
AT5G06110	-1.5	-1.4	NA	NA	NA	NA				
AT5G06120	NA	1.1	NA	NA	NA	NA				
AT5G06130	NA	NA	NA	1.3	NA	NA				
AT5G06150	-3.4	-5.4	-6.8	-8	NA	NA				
AT5G06210	-2.6	-2	-1.2	NA	NA	NA				
AT5G06220	1.1	1.3	1.3	NA	NA	NA				
AT5G06230	1.4	1.6	1.8	NA	NA	NA				
AT5G06240	NA	NA	-1.2	NA	NA	NA				
AT5G06250	NA	NA	-4.5	-3.7	NA	NA				
AT5G06290	-1.1	-2.2	-3.1	-6	NA	NA				
AT5G06300	-1.3	NA	NA	NA	NA	NA				
AT5G06320	NA	NA	NA	NA	NA	NA		1.3		
AT5G06340	-1.1	NA	NA	NA	NA	NA				
AT5G06360	-1.3	-1.1	NA	NA	NA	NA				
AT5G06370	2.3	3.2	3.6	4.4	NA	NA				
AT5G06380	-2.9	-3.7	-4	-4	NA	NA				
AT5G06390	1.8	2.1	1.9	NA	NA	NA				
AT5G06400	-2.5	-2.5	-1.6	-1.9	NA	NA				
AT5G06440	2.3	2.4	2.5	2.7	NA	NA				
AT5G06480	-1.3	NA	-1.4	NA	NA	NA				
AT5G06510	-2.3	-5	-5.3	-2.9	NA	NA				
AT5G06530	-1.7	-2.5	-4.5	-6	NA	NA				
AT5G06540	-1.5	-1.7	NA	NA	NA	NA				
AT5G06550	-2.6	-2.1	-2	-1.2	NA	NA				
AT5G06570	NA	NA	NA	4.7	NA	NA				
AT5G06590	-3.2	-4.3	-5.9	-4.6	NA	NA				
AT5G06610	NA	NA	-4.7	-4.7	NA	NA				
AT5G06620	-1.1	NA	NA	NA	NA	NA				
AT5G06660	NA	-1.2	-1.3	-1.6	NA	NA				
AT5G06670	NA	NA	NA	-2.1	NA	NA		2.1		
AT5G06680	-1.3	NA	NA	NA	NA	NA				
AT5G06690	-2.3	-4	-5.7	-4.8	NA	NA				
AT5G06710	1.5	NA	NA	NA	NA	NA				
AT5G06750	1.1	NA	NA	1.8	NA	NA				
AT5G06755	NA	NA	NA	9.3	NA	NA				
AT5G06760	6.8	7.2	8.8	12.8	3.2	NA				
AT5G06770	NA	NA	NA	-1.2	NA	NA				
AT5G06790	NA	NA	-2.3	-6.2	NA	NA	1.3			
AT5G06800	3.5	3.9	2.2	-3.1	1.2	NA	1.3			
AT5G06810	-1.3	-1.4	-1.1	NA	NA	NA				
AT5G06820	NA	NA	NA	1.5	NA	NA				
AT5G06830	1.1	NA	NA	NA	NA	NA				
AT5G06839	2.8	2.9	2.4	3.3	NA	NA	1.2			
AT5G06850	5.3	6.4	5	NA	NA	NA				
AT5G06910	-1.4	-1.3	NA	NA	NA	NA				
AT5G06930	NA	NA	NA	2.3	NA	NA				
AT5G06940	NA	-3	-4.5	-7	NA	NA				
AT5G06960	NA	NA	1.3	2	NA	NA				
AT5G06980	NA	-1.7	-1.2	NA	NA	NA				
AT5G07000	3.2	5.7	7	7.6	NA	-1.1	-2.5	-1.5		
AT5G07010	7.4	8.3	9	9.9	3.1	-1.3	-1.8	-1.1		-1.2
AT5G07020	NA	NA	NA	1.1	NA	NA				
AT5G07030	2.3	1.7	NA	-1.5	1.1	NA				
AT5G07040	-2.1	-4	-4.7	-6.2	NA	NA				
AT5G07070	1.5	3	4.1	4.7	NA	-1.1				
AT5G07090	-1.7	-2.1	-2.1	-3.4	NA	NA				
AT5G07130	NA	NA	NA	-1.5	NA	NA				
AT5G07140	NA	NA	NA	-3.9	NA	NA				
AT5G07150	NA	NA	NA	-3.7	NA	NA				
AT5G07152	NA	NA	NA	-3.6	NA	NA				
AT5G07160	-3.1	-3.5	-3.8	NA	NA	NA				
AT5G07180	-1.4	NA	-1.3	-3	NA	NA		1.1		
AT5G07190	6.7	7.2	7.5	7.5	2.9	NA				
AT5G07200	4.8	5.5	4.9	1.2	NA	NA				
AT5G07210	-3.4	-5.4	-2.7	-5.7	NA	NA				
AT5G07220	2.1	3.9	5	6.4	NA	NA				
AT5G07240	1.2	NA	NA	NA	NA	NA				
AT5G07250	1.7	2.6	2.9	2.5	NA	NA				
AT5G07260	1.3	1.5	NA	-3.6	NA	NA				
AT5G07280	NA	NA	-1.7	-4.1	NA	NA				
AT5G07290	NA	1.3	1.7	2.2	NA	NA				
AT5G07320	NA	-1.1	-1.1	NA	NA	NA				
AT5G07330	7.8	8.9	10	12.8	2.1	NA				
AT5G07340	NA	-1.6	-1.8	-3.1	NA	NA				
AT5G07350	1.2	NA	NA	NA	NA	NA				
AT5G07360	NA	NA	2.4	5.6	NA	NA				
AT5G07380	NA	NA	2.5	3.3	NA	NA				
AT5G07400	-1.5	-1.4	-1.4	NA	NA	NA				
AT5G07410	-1.9	-3.1	-3.5	-6.6	NA	NA				
AT5G07430	-2.5	-3.3	-3.8	-5.6	NA	NA				
AT5G07460	2.3	2	NA	-1.7	NA	NA		1.4		
AT5G07470	1.7	1.8	2	2.7	NA	NA				
AT5G07475	3.8	4	NA	NA	NA	NA				
AT5G07480	NA	6.4	7.9	8.3	NA	NA		1.1		
AT5G07500	4.5	4.9	4.7	3.5	2.3	NA				
AT5G07510	-2.9	NA	2.1	5.2	NA	NA				
AT5G07520	-4.3	-4.6	-4.8	-4.8	NA	NA				
AT5G07550	NA	NA	NA	NA	NA	1.7	1.4			1.3
AT5G07580	-1.2	-2.2	-3.1	-6.9	NA	NA				
AT5G07590	NA	NA	-1.6	-3.9	NA	NA				
AT5G07610	NA	NA	NA	-3.4	NA	NA				
AT5G07620	NA	NA	NA	-3.1	NA	NA				
AT5G07640	NA	NA	2.3	1.5	NA	NA				
AT5G07650	NA	NA	NA	4.1	NA	NA				
AT5G07660	-2.1	-3.5	-5.6	-4.1	NA	NA				
AT5G07680	2.8	4.2	NA	2.7	NA	NA				
AT5G07710	NA	1.3	1.5	1.7	NA	NA				
AT5G07730	-1.6	-1.3	NA	NA	NA	NA				
AT5G07740	1.6	1.9	2	1.8	NA	NA				
AT5G07760	-3.1	-3.3	-4.9	-4.1	NA	NA				
AT5G07780	NA	NA	NA	NA	NA	2.1	4.3	4.7		
AT5G07790	NA	-1.2	-1.9	-2.8	NA	NA	1.2			
AT5G07800	-4.8	-5.5	-7.9	-7.9	-1.3	NA				
AT5G07810	-1.9	-3.5	-3.9	-4	NA	NA				
AT5G07820	4.7	3.9	3.4	2.7	1.6	-1.1		-1.1		
AT5G07830	4.5	5.3	5.8	6.3	NA	NA				
AT5G07860	NA	-3.1	-3.1	-7.6	NA	1.2	1.3			
AT5G07870	NA	NA	-1.7	-5.1	NA	NA				
AT5G07880	-2.3	-2	-1.7	NA	NA	NA		-1.5		
AT5G07890	NA	1.3	1.4	1.5	NA	NA				
AT5G07900	-2.2	-2.3	-2.5	-1.8	NA	NA				
AT5G07910	NA	NA	1.1	1.3	NA	NA				
AT5G07920	NA	NA	NA	1.9	NA	NA				
AT5G07990	2.6	1.3	NA	NA	1.8	NA				
AT5G08000	NA	-3.5	-5.7	-6.9	1.2	NA			-1.1	
AT5G08010	NA	NA	-1.1	-2.1	NA	NA				
AT5G08020	-4	-6.3	-7.8	-10.2	NA	NA				
AT5G08030	NA	-2.7	-4.6	-6.4	1.2	NA				
AT5G08040	-1.7	-1.2	NA	NA	NA	NA				
AT5G08050	NA	-1.4	-2.9	-5.7	NA	NA				
AT5G08060	-1.3	-1.6	-1.9	-1.2	NA	NA				
AT5G08070	NA	-1.7	-1.7	-2.4	NA	NA				
AT5G08100	NA	-2.2	-2.8	-3.1	NA	NA				
AT5G08110	NA	NA	NA	-1.6	NA	NA				
AT5G08120	NA	NA	NA	-1.6	NA	NA				
AT5G08141	NA	4.5	4.6	NA	NA	NA				
AT5G08150	2.3	4.3	4.6	3	NA	NA				
AT5G08170	-1.1	NA	-1.7	-2.2	NA	NA				
AT5G08180	-2.3	-2.2	-2	-2.4	NA	NA				
AT5G08185	1.9	1.6	1.1	-1.4	NA	NA				
AT5G08200	NA	1.1	1.3	1.4	NA	NA				
AT5G08210	1.7	NA	2.4	2.3	NA	NA				
AT5G08230	NA	NA	1.2	NA	NA	NA				
AT5G08240	NA	NA	2.1	4.8	NA	NA				
AT5G08260	-4.2	-4.2	-4	-2.4	-1.1	NA				
AT5G08270	NA	NA	NA	1.3	NA	NA				
AT5G08280	-1.9	-3.7	-4	-3.5	NA	NA				
AT5G08300	-1.5	-1.7	-1.8	-2	NA	NA				
AT5G08305	-1.4	NA	NA	1.1	NA	NA				
AT5G08310	-1.5	NA	NA	NA	NA	NA				
AT5G08330	NA	NA	NA	-1.2	NA	NA				
AT5G08335	NA	NA	NA	1.3	NA	NA				
AT5G08350	NA	NA	NA	2.1	NA	NA				
AT5G08360	6.8	7.8	8.2	7.4	NA	NA				
AT5G08370	4.2	4.4	3.7	NA	NA	NA				
AT5G08380	1.8	NA	NA	-2.4	NA	NA	1.8	2.1		
AT5G08390	NA	NA	NA	-1.4	NA	NA				
AT5G08400	-2.5	-3.4	-2.7	-1.4	NA	NA				
AT5G08415	NA	NA	NA	-2.4	NA	NA				
AT5G08430	1.3	1.4	1.6	1.5	NA	NA				
AT5G08460	-1.4	-1.8	-1.9	-4.8	NA	1.6	2	2.3		
AT5G08470	NA	NA	NA	1.6	NA	NA				
AT5G08500	NA	NA	1.2	1.3	NA	NA				
AT5G08510	NA	NA	1.1	NA	NA	NA				
AT5G08520	NA	NA	NA	1.4	NA	NA				
AT5G08535	NA	NA	NA	1.5	NA	NA				
AT5G08540	-1.9	-2.4	-2.1	-1.3	NA	NA				
AT5G08560	NA	NA	1.4	2.1	NA	NA				
AT5G08565	NA	NA	NA	NA	NA	NA				1.1
AT5G08590	NA	NA	NA	-1.3	NA	NA				
AT5G08600	-3.5	-4	-5.1	NA	NA	NA				
AT5G08610	-4.5	-4.3	-4.5	-3.1	NA	NA		-1.2		
AT5G08620	-2	-1.7	-1.6	-1.9	NA	NA				
AT5G08640	2.6	2.3	1.3	-2.4	1.2	NA				
AT5G08660	NA	NA	1.2	1.4	NA	NA				
AT5G08670	-1.3	-1.9	-2.2	-2.4	NA	NA				
AT5G08680	-2.2	-3.5	-3.7	-3.3	NA	NA				
AT5G08690	-1.1	-1.6	-1.9	-2.5	NA	NA				
AT5G08695	NA	NA	NA	NA	NA	NA	1.2			
AT5G08710	1.6	2.1	2.1	1.2	NA	NA				
AT5G08720	NA	NA	NA	-1.3	NA	NA				
AT5G08730	-4.4	-4.7	-3.6	-5	NA	NA				
AT5G08750	2	1.9	1.6	1.1	NA	NA				
AT5G08760	2.2	2.1	NA	NA	NA	NA				
AT5G08790	NA	1.1	1.3	2.3	NA	NA				
AT5G09210	3.5	3.7	NA	NA	NA	NA				
AT5G09220	NA	NA	NA	-4	NA	NA				
AT5G09240	-1.6	-1.7	-1.2	-2.3	NA	NA	-1.1			
AT5G09250	-1.2	NA	NA	1.7	NA	NA				
AT5G09270	-2.3	-2	-1.1	NA	NA	NA				
AT5G09360	NA	NA	NA	NA	NA	NA	1.6			
AT5G09370	-6	-7.8	-8.3	-8.5	-1.6	NA				
AT5G09390	NA	NA	NA	1.5	NA	NA				
AT5G09400	NA	NA	NA	1.2	NA	NA				
AT5G09420	-2.1	-1.4	NA	NA	NA	NA		-1.1		
AT5G09430	-1.3	NA	NA	NA	-1.1	NA				
AT5G09440	-1.9	-3.3	-4.9	-8.5	NA	NA	1.4			
AT5G09445	-2.2	NA	NA	NA	NA	NA				
AT5G09480	7.1	9.2	6.2	NA	NA	NA				
AT5G09500	-1.9	-4.5	-4	-4.8	NA	NA				
AT5G09510	-1.4	-1.5	-1.5	-1.9	NA	NA				
AT5G09520	3.1	3.9	NA	NA	NA	NA				
AT5G09530	NA	3.6	NA	-3.3	NA	NA				
AT5G09540	1.3	1.5	1.5	NA	NA	NA				
AT5G09550	5	6	6	4.6	NA	1.2	1.3	1.9		
AT5G09570	-2.6	-3.6	-5.6	-5.7	NA	NA				
AT5G09590	-1.6	-1.2	NA	1.3	NA	NA				
AT5G09640	3.5	3.5	3.5	2.9	1.3	NA				
AT5G09650	-2.6	-3.4	-4	-5.4	NA	NA				
AT5G09660	NA	-1.1	-3.2	-5.8	NA	NA				
AT5G09670	3.5	3.8	3.7	2.4	NA	NA				
AT5G09690	1.4	1.6	1.5	NA	NA	NA				
AT5G09760	NA	NA	-1.4	-1.5	NA	NA				
AT5G09770	-1.5	-1.4	-1.5	-1.1	NA	NA				
AT5G09790	NA	NA	NA	-1.7	NA	NA				
AT5G09800	NA	NA	NA	2.2	NA	NA				
AT5G09820	-2.3	-2.9	-3	-5.6	NA	NA				
AT5G09840	-2.1	-1.8	-1.5	NA	NA	NA				
AT5G09870	1.8	2.3	2	NA	NA	NA				
AT5G09876	NA	NA	NA	NA	NA	NA	2.1	2		
AT5G09890	1.5	2.3	2.8	2.4	NA	NA				
AT5G09900	-1.1	-1.5	-1.6	NA	NA	NA				
AT5G09930	NA	5.9	7.4	7.3	NA	NA		1.4		
AT5G09960	-1.3	-2.2	-2.6	-4.2	NA	NA				
AT5G09980	3.8	5.3	4.4	3.7	NA	NA				
AT5G09990	NA	4	5.6	9.1	NA	NA	-1.2			
AT5G09995	NA	NA	NA	-1.9	NA	NA				
AT5G10000	NA	NA	4.1	11.4	NA	NA		-1.2		
AT5G10010	-3	-2.9	-2.1	-1.2	NA	NA				
AT5G10020	NA	NA	NA	-1.9	NA	NA				
AT5G10030	NA	NA	1.4	4.2	NA	NA	-1.6			
AT5G10050	NA	NA	NA	-1.8	NA	NA				
AT5G10070	NA	NA	NA	2	NA	NA				
AT5G10080	NA	NA	-1.3	-1.3	NA	NA				
AT5G10100	-5	-7	-6.5	-6	NA	NA				
AT5G10110	NA	-1.2	-1.5	-2.2	NA	NA				
AT5G10120	5.5	6.8	5.4	NA	NA	1.3	2.2	1.9		
AT5G10130	2.6	2.1	1.6	-3	1.3	NA		1.4		
AT5G10140	1.9	2.2	2.2	2.5	NA	NA				
AT5G10150	-2.5	-4.5	-5.9	-9.4	NA	NA				
AT5G10160	NA	-1.9	-2.8	-5.1	NA	NA				
AT5G10170	-5.2	-4.4	-5.2	-6.2	NA	NA	1.2			
AT5G10190	NA	NA	3.7	6.2	NA	NA	-1.9	-1.9		
AT5G10220	-3.9	-3.4	-4.1	-6.2	NA	2	3.9	2.3		
AT5G10230	-5.5	-7.1	-7.4	-7.5	-2.2	NA				
AT5G10240	-2.1	-2	-2.5	-3.1	NA	NA				
AT5G10260	NA	NA	-3.7	-3.7	NA	NA				
AT5G10278	1.5	NA	NA	-5.9	NA	NA				
AT5G10280	1.9	NA	NA	-7	NA	NA	1.1			
AT5G10290	1.4	1.5	1.4	NA	NA	NA				
AT5G10300	NA	-1.8	-2.4	NA	NA	NA				
AT5G10310	NA	NA	NA	-3.6	NA	NA		1.5		
AT5G10330	NA	NA	NA	-1.5	NA	NA				
AT5G10350	NA	-1.1	NA	NA	NA	NA				
AT5G10360	-1.3	-1.5	-1.4	-2.6	NA	NA				
AT5G10370	NA	1.1	1.1	1.5	NA	NA				
AT5G10380	-2.2	NA	-2.6	NA	NA	NA				
AT5G10390	-3.9	-5.9	-6.5	-5.2	NA	NA				
AT5G10400	-3.7	-5.9	-6.2	-6.2	NA	NA				
AT5G10430	-2.3	-2.6	-4.3	-4.9	NA	NA				
AT5G10440	NA	-1.4	-2	-3.5	NA	NA				
AT5G10450	-1.4	-1.7	-1.8	-1.6	NA	NA				
AT5G10460	NA	NA	NA	-1.8	NA	NA				
AT5G10480	NA	NA	NA	-1.7	NA	NA				
AT5G10490	NA	NA	NA	1.1	NA	NA				
AT5G10510	NA	NA	NA	1.5	NA	NA				
AT5G10520	NA	NA	NA	3.5	NA	NA				
AT5G10560	NA	NA	-1.6	-4	NA	NA				
AT5G10570	NA	-2.5	-4.8	-6.8	NA	2.3	3.5	1.4		
AT5G10572	-2.8	-2.1	NA	NA	-1.1	NA				
AT5G10580	6.7	7.1	5.9	2.6	2.2	NA				
AT5G10600	NA	1.1	NA	NA	NA	NA				
AT5G10610	1.5	1.7	1.4	2.3	NA	NA				
AT5G10620	NA	-1.1	-1.3	-2.1	NA	NA				
AT5G10650	2.7	4.2	5.4	6.6	NA	NA				
AT5G10690	-1.1	-1.7	-2.1	-3.7	NA	NA				
AT5G10695	NA	NA	NA	2.9	NA	NA				
AT5G10700	NA	-1.4	-1.3	NA	NA	NA				
AT5G10720	NA	NA	NA	-2.4	NA	NA				
AT5G10730	1.1	1.6	2.2	3.2	NA	NA				
AT5G10740	1.4	1.8	2.6	4.1	NA	NA				
AT5G10750	NA	NA	NA	-1.8	NA	NA				
AT5G10770	6.3	7	7	7.6	1.6	NA				
AT5G10800	1.1	NA	NA	NA	NA	NA				
AT5G10820	1.1	NA	NA	-1.3	NA	NA				
AT5G10830	NA	NA	NA	-1.3	NA	NA				
AT5G10840	NA	NA	NA	-2.8	NA	NA				
AT5G10850	-1.3	-2	-1.8	-4.1	NA	NA				
AT5G10890	NA	NA	-4	-4	1.5	NA				
AT5G10900	-1.2	-1.6	NA	NA	NA	NA				
AT5G10910	-1.7	-2	-2.1	-1.7	NA	NA				
AT5G10920	-2.2	-2.6	-2.8	-3.1	NA	NA				
AT5G10930	-2	-5.3	-7.4	-3.9	NA	NA				
AT5G10940	1.2	1.5	1.9	2.2	NA	NA				
AT5G10946	NA	NA	3.2	3.6	NA	NA				
AT5G10950	NA	NA	NA	1.7	NA	NA	-1.6	-1.5		
AT5G10970	NA	NA	NA	-3	NA	NA				
AT5G10990	NA	NA	NA	-3.7	NA	NA				
AT5G11000	NA	NA	-1.3	-1.5	NA	NA				
AT5G11060	-1.3	-3.5	-3.5	-2.2	NA	NA				
AT5G11070	1.3	2.4	2.3	NA	NA	NA		1.8		
AT5G11100	2.9	3.2	3.2	2.9	1.1	NA			1.1	
AT5G11110	NA	1.4	2	1.9	NA	NA	-1.1			
AT5G11150	-1.3	-1.1	NA	NA	NA	NA				
AT5G11160	-1.3	-2.2	-2.3	-3.2	NA	NA	-1.3			
AT5G11170	-1.4	-1.7	-1.3	NA	NA	NA				
AT5G11200	-1.6	-1.7	-1.6	-1.2	NA	NA				
AT5G11220	-5.7	-6.8	-7.2	-7.8	-1.2	NA				
AT5G11230	-3.7	-4.1	-3.7	-1.9	NA	1.2	1.1			
AT5G11240	-2.4	-2.1	-1.3	NA	NA	NA				
AT5G11250	NA	NA	NA	-2.8	NA	NA				
AT5G11260	NA	NA	NA	-1.1	NA	NA				
AT5G11270	-1.6	-2	-1.9	-2.2	NA	NA				
AT5G11300	-2.4	-3.1	-4.1	-5.4	NA	NA				
AT5G11310	-1.5	NA	NA	1.6	NA	NA				
AT5G11320	NA	1.2	1.2	NA	NA	NA				
AT5G11340	-1.3	-1.3	NA	NA	NA	NA				
AT5G11350	NA	NA	1.2	1.4	NA	NA				
AT5G11390	NA	1.1	1.5	1.7	NA	NA				
AT5G11420	-3.7	-5	-4.9	-2.6	NA	NA				
AT5G11440	NA	NA	NA	NA	NA	NA	1.4	1.7		
AT5G11450	-2	-2.8	-2.6	-2.5	NA	NA				
